,id,texto,polaridade,sentimento
18,1114855983799578624,RT @colunadobroad: Bradesco vai mudar sede do banco de atacado em SP @estadao:  https://t.co/mWxjZDi4dK https://t.co/HKBAzRytS5,0,0
19,1114855970339983360,RT @colunadobroad: GPA turbina vendas com ofertas via aplicativos do Extra e Pão de Açúcar @estadao:  https://t.co/R6ebman7dd https://t.co/…,1,1
20,1114182676536340481,RT @colunadobroad: Itaú Unibanco aposta em reconhecimento facial no crédito a veículo @estadao:  https://t.co/caK8AOTfX9 https://t.co/k4wFl…,1,1
21,1112489813020688384,RT @broadpolitico: Ministério das Minas e Energia: Governo brasileiro negocia investimento da Petrobras em leilão em Israel https://t.co/Bo…,1,0
22,1112039442213203969,"Embraer lista série de riscos que podem afetar seus negócios no Brasil, entre eles, incertezas sobre a implementação de mudanças pelo governo em políticas públicas, regulações e legislações, bem como possíveis novos efeitos da Lava Jato. https://t.co/rNHRoRbLEJ",-1,0
23,1111412573172228098,"JBS reverte prejuízo em lucro líquido de R$ 563,2 milhões no 4Tri18
https://t.co/XNKgZwG0ub Foto: JF Diorio/Estadão https://t.co/tEnoSiV0ne",1,1
24,1111257220157718528,"Eletrobras reverte prejuízo e tem lucro líquido de R$ 13,348 bilhões em 2018
https://t.co/qAmXC7OjQO Foto: Wilton Júnior/Estadão https://t.co/OxjfqkTSCl",1,1
25,1108382414190059526,"O CEO e presidente da empresa combinada de @embraer e @Boeing será John Slattery, antes presidente da Embraer Aviação Comercial
https://t.co/J3C2mL5nvF
Foto: Sergio Castro/Estadão https://t.co/VO1L5N5CPp",0,1
26,1106262498775310348,Estado do #Rio cancela incentivos fiscais a @BRF_Brasil e @petrobras ; BRF terá que devolver R$ 300 mi https://t.co/sHikj7vOgl Fotos: Fabio Motta e Dida Sampaio/Estadão https://t.co/ZvVfLQWqST,-1,-1
27,1105571655013801994,"Após críticas, Lava Jato pede suspensão da criação de fundo com dinheiro recuperado da Petrobras https://t.co/VKRAm72UTX Foto: Fabio Motta/Estadão https://t.co/Qzh4q2wTUA",-1,-1
28,1105493208446971905,"Empresário Guilherme Jesus Paulus, pres. do Grupo CVC Turismo, fez delação premiada, levando @policiafederal e @MPF_PGR a deflagrar 3a fase da investigação #Descarte -propina de R$ 39 mi do grupo p/cancelar autuação de R$ 161 mi da @ReceitaFederal no Carf https://t.co/fvJLSlURKP",0,-1
29,1102238084681400320,RT @colunadobroad: Banco do Brasil também pode ter nomes do setor privado em Conselho @estadao:  https://t.co/FDpdy9Ovzp https://t.co/Wsub0…,1,0
30,1101226132945420288,"RT @colunadobroad: Bônus externos da Vale resistem a Moody’s, mas mercado está em alerta @estadao:  https://t.co/FV0cWSYS8E https://t.co/fF…",1,0
31,1101072924180705280,"Fique de olho: PIB dos EUA e Brasil, Petrobras e cautela geopolítica devem guiar negócios",0,1
32,1100708158736162816,Fique de olho: Cautela externa pode afetar humor antes de Guedes e balanço da Petrobras,0,1
33,1100683082808594432,"RT @colunadobroad: Com demanda de R$ 5,5 bi, Cosan levanta R$ 1,7 bi para financiar OPA da Comgás @estadao:  https://t.co/1Y9O0E8SV1 https:…",1,1
34,1100352148825669636,"Está mantida a reunião com acionistas da Embraer nesta terça-feira para debater a joint venture com a Boeing. A companhia informou que o Tribunal Regional Federal da 3ª Região revogou a liminar de ação pública contra a AGE
https://t.co/DrFbo2uREf",1,0
35,1100321317256073216,"RT @colunadobroad: Demanda por ação do IRB a preço de mercado já supera oferta em 1,3 vez @estadao:  https://t.co/2oXdfqp1AY https://t.co/d…",1,1
36,1098946173996535808,"O número de pessoas físicas investindo em ações durante 2018, na comparação com 2017, aumentou 31%, destacou o diretor de relações com o mercado da B3, Daniel Sonder: https://t.co/43cnoaiI8q",1,1
37,1098540051577876482,"RT @colunadobroad: BB quer vender filial nos EUA, mas oferta não anima @estadao:  https://t.co/0KlzDcd0Fj https://t.co/prmmlBMLuX",-1,1
38,1097120035900981249,RT @colunadobroad: Santander pode ter Rial no comando global @estadao:  https://t.co/WESRaWbmI9 https://t.co/Ttrbe7decA,0,1
39,1094631529114931206,RT @colunadobroad: Multimercado bilionário da Legacy Capital chega na plataforma do Itaú @estadao:  https://t.co/QNh69W4HoG https://t.co/Sz…,1,1
40,1094008734605602816,"Ibovespa acumula perda de 2,57% na semana, com reforma da Previdência, Vale e exterior no foco https://t.co/AZzFEObW7j Foto: Luana Pavani/Estadão https://t.co/huwVrSSTjC",-1,1
41,1093448905059123200,"Fique de olho: Mercado deve se ajustar a Copom menos ""dovish"", com Previdência e Vale no foco",0,1
42,1093082883550527489,"RT @colunadobroad: Além dos sócios, Caixa escolhe BofA para oferecer ações do IRB @estadao:  https://t.co/TQN7PzUrbd https://t.co/5QpixIEpRd",0,0
43,1093082871995289600,RT @colunadobroad: Braskem reduz preço pelo quarto mês consecutivo @estadao:  https://t.co/WdbkyTNdh3 https://t.co/ebAn3JZA0c,-1,1
44,1092718398864269313,RT @colunadobroad: Caixa seleciona banco para vender ações do IRB em fundo antes do Carnaval @estadao:  https://t.co/o9X3q2sQXa https://t.c…,1,1
45,1092718388374315008,RT @colunadobroad: Venda de ações do IRB Brasil Re já foi cogitada no governo Temer @estadao:  https://t.co/gJPPtMjjYf https://t.co/KHsQNcv…,1,0
46,1091993376948400128,RT @colunadobroad: Mapfre enxuga operação após rever casamento com BB e gestor deixa o grupo @estadao:  https://t.co/cjsjpIAA6d https://t.c…,-1,0
47,1090548679604342785,Fique de olho: Vale e leilão de linha podem apoiar mercado interno em meio a Fed e diálogo EUA-China,1,1
48,1090186115041120259,"Fique de olho: Vale, Brexit e atritos entre EUA-China ficam no foco e mercados têm sinais mistos.",0,1
49,1089481224849104896,"RT @colunadobroad: BB bate recorde de R$ 9,5 bi em crédito com fundo do Centro-Oeste @estadao:  https://t.co/oat72zH3HF https://t.co/Gj83jA…",1,1
50,1087660427612426241,RT @colunadobroad: Ex-Ternium Glauco Sabatini volta para a Mineração Usiminas @estadao:  https://t.co/UlZUBSTfLI https://t.co/9GqF3TVAdh,0,0
51,1086960546065408005,"RT @colunadobroad: BB alcança mais de R$ 11 bi em consórcios em 2018, alta de 32% @estadao:  https://t.co/1QTPeFoE2T https://t.co/Wft7a5b8E8",1,1
52,1085931588704190464,RT @colunadobroad: Candido Bracher toma para si a ouvidoria do Itaú Unibanco @estadao:  https://t.co/wVETtFx6hK https://t.co/tw8TcIBhs3,0,0
53,1085450218378809344,RT @colunadobroad: Casa Civil barra Basílio para vice-presidência do BB @estadao:  https://t.co/hInMj2Pan7 https://t.co/4GHTBtpAnE,0,0
54,1082581820171005953,RT @colunadobroad: BB confirma mudanças em sua alta cúpula @estadao:  https://t.co/aCeKJy28uh https://t.co/eS3BBGClrF,0,1
55,1080816037980004352,RT @colunadobroad: IRB lidera altas entre empresas do IBrX 100 no ano @estadao:  https://t.co/YaIGu3Q7nS https://t.co/oDENdGmhC8,1,1
56,1078590852061163520,Fique de olho: Petróleo dá fôlego às bolsas e pode ajudar Petrobras em dia de agenda local robusta,1,0
57,1075708192523472896,RT @colunadobroad: Asset do Itaú alcança nova marca histórica com R$ 651 bi sob gestão @estadao:  https://t.co/CKb7tNAOAu https://t.co/6awq…,1,1
58,1074314117861818369,"Aumento médio de 0,7% no preço do diesel nas refinarias passa a valer hoje, informa Petrobras",1,1
59,1074253961622900736,RT @colunadobroad: Bradesco capta US$ 300 mi com IFC @estadao:  https://t.co/RhYvl6hy8M https://t.co/E9vMfVTMm7,1,1
60,1073511955846062083,RT @colunadobroad: BB antecipa meta de R$ 2 bi em simulador de investimentos @estadao:  https://t.co/ZUB4Oc41L5 https://t.co/HbwhdBGGix,1,1
61,1073511940423602177,"RT @colunadobroad: Com emissão de R$ 1,2 bi, Itaú Unibanco estreia no mercado de LIG @estadao:  https://t.co/xViX5BivmW https://t.co/pEpsoy…",1,1
62,1073195604296298496,"RT @colunadobroad: Smiles dá ponta pé na Argentina, de olho em share de 10% @estadao:  https://t.co/qGp0ZzsGO0 https://t.co/HvEUwB7p2q",1,1
63,1073195586696957952,RT @colunadobroad: Santander Brasil leva folha de pagamentos do McDonald´s @estadao:  https://t.co/yHzfCjHKSQ https://t.co/PefmEwGO15,1,1
64,1073164928666750976,"A CSN prevê produção de 28,5 milhões de toneladas de minério de ferro em 2018, volume que crescerá para 31,5 milhões de toneladas em 2019. Em 2020, o volume cairá para 30,7 milhões de toneladas e subirá para 31,2 milhões de toneladas em 2021. Foto: Tasso Marcelo/Estadão https://t.co/DYDtH9wB20",1,1
65,1070285580913786880,"Petrobras estima crescimento de 10% da produção de óleo no Brasil em 2019 e de 7% no total. Para o período entre 2020 e 2023, a produção total de óleo e gás natural terá um crescimento médio de 5% ao ano, segundo a companhia.
https://t.co/qLJ2GUzS3N

Foto: Fábio Motta/Estadão https://t.co/Z5tXHgXocr",1,1
66,1070276793305849860,RT @colunadobroad: Bradesco remodela sua área de cliente corporate @estadao:  https://t.co/fDKwYSzbCk https://t.co/G0mmt2TE9U,1,1
67,1070045746530000896,RT @colunadobroad: Paulo Ricci entrega pedido de aposentadoria no BB; interino assume @estadao:  https://t.co/FWxRkShEq3 https://t.co/Tz1iX…,0,0
68,1070021187428904961,"RT @BroadcastAgro: A JBS Tolleson Inc., unidade da brasileira JBS no Estado de Arizona, nos Estados Unidos, está fazendo recall de cerca de…",-1,-1
69,1069904413014278144,RT @colunadobroad: Zurich Seguros tem cheque de R$ 2 bi com Via Varejo @estadao:  https://t.co/Wwm7O4KqLX https://t.co/VuRGk9a6VV,1,1
70,1069904400628486144,RT @colunadobroad: Cielo vende metade das maquininhas Stelo do ano todo na Black Friday @estadao:  https://t.co/ywL026si1j https://t.co/QVW…,1,1
71,1068088547704483840,RT @colunadobroad: Pedidos de aposentadorias no BB abrem espaço para nova gestão @estadao:  https://t.co/enEYznLtx0 https://t.co/gKIFPGCT06,0,0
72,1065961258174828544,"A privatização da Petrobras ou de parte dela é uma questão que deve ser considerada ""com muita atenção"" pelo futuro governo, diz seu ex-presidente, Pedro Parente, atualmente na @BRF_Global
https://t.co/myr3JfVL7z
Foto: Wilton Junior/Estadão https://t.co/mgZnDOOCa7",0,0
73,1065544513912020992,RT @colunadobroad: Monteiro pede tempo à equipe de Bolsonaro para decidir sobre convite ao BB @estadao:  https://t.co/yeSO9sAKZ7 https://t.…,0,0
74,1064966968564953088,Ativos brasileiros ampliam ritmo de queda em Nova York e ADR da Petrobras recua 5% https://t.co/9lGcUAiI6q Foto: André Lessa/Estadão https://t.co/UJxhjyPkNW,-1,-1
75,1064457858048303106,"Fique de olho: Castello Branco na petrobras é foco antes de 2 feriados, IPCA-15 e disputa EUA-China",0,1
76,1063065896476909568,"A Gerdau deu início a uma oferta, no exterior, de recompra à vista de bonds em circulação no valor de até US$ 900 milhões. Segundo a empresa, o principal objetivo da oferta é o gerenciamento dos passivos. Foto: Denny Cesare/Estadao https://t.co/p8Ir7Xnnee",1,1
77,1060973498829602816,"O vice-presidente da República eleito, @GeneralMourao, esteve no prédio da Petrobras, no Rio, no momento em que a diretoria, incluindo o presidente da companhia, Ivan Monteiro, fez uma apresentação institucional da empresa https://t.co/RtNi4YMkDF Foto: Werther Santana/Estadão https://t.co/4nln3I1myz",0,0
78,1060830163796148224,RT @colunadobroad: Klabin pretende captar US$ 500 mi com emissão de bônus @estadao:  https://t.co/mCm8qV3wgh https://t.co/mcMykBxHSf,1,1
79,1059953938886262784,"TIM tem lucro líquido de R$ 1,338 bilhão no 3Tri18, ante R$ 279 milhões no 3Tri17 https://t.co/XFnFKuCz4k Foto: Fabio Motta/Estadão https://t.co/wTSWXRUoXQ",1,1
80,1055791835011039233,"Usiminas reporta lucro, Ebitda e receita acima das projeções no terceiro trimestre.
Foto: Clayton Souza/Estadão

https://t.co/aYDnV8iiNY https://t.co/v4KTG0PpyI",1,1
81,1055776500916670466,RT @colunadobroad: Cielo confirma Caffarelli na presidência a partir de novembro https://t.co/2jHGJSHoyT,0,0
82,1055754871469686784,RT @colunadobroad: Caffarelli presidirá a Cielo a partir de novembro @estadao:  https://t.co/aaVGjFFSDd https://t.co/hNZIJ9kAE7,0,1
83,1054376327367802881,"Pres. @BancodoBrasil, Paulo Caffarelli, diz q BB teve 'pequena' alta nos desembolsos na área de crédito no 3º tri ante tri anterior. P/ele, os 3 últimos meses serão melhores do ano, c/maior atividade no mercado de dívida do q oferta de ações https://t.co/UCO2MBe3T7 Dida Sampaio https://t.co/m8pwxVtngQ",1,1
84,1052979166310801408,"O grupo varejista francês Casino, controlador do Pão de Açúcar, tem vendas líquidas de 8,9 bilhões de euros no 3º trimestre https://t.co/K3iKvh9us7 Foto:; Sérgio Castro/Estadão https://t.co/JjRMRRPXPZ",1,1
85,1050017114579509250,RT @colunadobroad: B3 estuda segmento específico para empresas de tecnologia @estadao:  https://t.co/VMnvmSdJZD https://t.co/D6emTgnFix,1,0
86,1047905178635186176,"Nos #EUA, JBS faz recall de 3 mil toneladas de carne por suspeita de salmonela
https://t.co/GrWyqwj1lc Foto: Werther Santana/Estadão https://t.co/WHf10tz3mG",-1,-1
87,1047558298654969858,"A operadora Porto Seguro Conecta fará a migração de mais de 500 mil linhas para a rede da TIM, conforme acordo acertado nesta quarta-feira, 3, entre as companhias https://t.co/dnhDNazyiv Foto: Fabio Motta/Estadão https://t.co/j4WOnIiVqL",1,1
88,1047440696003756032,RT @colunadobroad: Santander lançará fundo de infraestrutura de até R$ 500 milhões com critérios ESG @estadao:  https://t.co/KFAGYx1ZAA htt…,1,1
89,1046766593039114243,"Presidente do @carrefourbrasil  Noel Prioux diz que no País não há discussão com o grupo Casino, controlador do Grupo Pão de Açúcar. ""Não temos discussão com o Casino e não vamos ter"".
https://t.co/yPyuV4nJc2
Foto: JF Dorio/Estadão https://t.co/D0NQGgIBoi",0,1
90,1045669663487733760,"RT @colunadobroad: Fundo verde capta, em 2 horas, R$ 100 mi na plataforma do Itaú @estadao:  https://t.co/rU6n49fc1x https://t.co/mueGnMZuiW",1,1
91,1045275353567162368,"RT @colunadobroad: Santander leva Mauro Bizzato, da Livelo, para comandar o Esfera @estadao:  https://t.co/eF8zETsHql https://t.co/MlytuGBf…",0,1
92,1041670030562414593,"Petrobras mantém o preço médio do litro da gasolina nas refinarias em R$ 2,2514 para esta terça-feira (18)
https://t.co/8tSEV8Vl6Q
Foto: Tiago Queiroz/Estadão https://t.co/kV59dHft57",0,1
93,1039859843916546049,"Via Varejo lança com AirFox solução VV Pay, que permite pagamento de carnê @CasasBahia  por aplicativo
Foto: Sergio Castro/Estadão https://t.co/7tH8wrBnvk",1,1
94,1039503166725861378,RT @colunadobroad: Santander faz ofensiva  no crédito imobiliário @estadao:  https://t.co/qrFJ8BRQm4 https://t.co/HYPz6EZwcx,1,1
95,1036596836398784520,"RT @BroadcastAgro: BRF anuncia três novos vice-presidentes de Finanças e RI; Planejamento Integrado; e Estratégia, Gestão e Inovação. São e…",0,1
96,1035506430219116545,"Petrobras altera preço do diesel, que terá aumento de 13% a partir de hoje, para R$ 2,2964. No final da noite de ontem, a ANP divulgou a tabela com os novos preços  https://t.co/gbP5ewQxck

Foto: Fábio Motta/Estadão https://t.co/0kbzrW6kmg",1,1
97,1035501580907409409,RT @colunadobroad: Captação externa de US$ 1 bi da Suzano atrai mais 13 bancos @estadao:  https://t.co/uP0qDL3Hxy https://t.co/BMf3bJWwna,1,1
98,1034798950291853312,RT @colunadobroad: Fazenda quer substituir  penhora da CSN por dinheiro @estadao:  https://t.co/LEcfU9gY2w https://t.co/OGmrTsWU8W,-1,0
99,1034798931270672384,"RT @colunadobroad: Com R$ 1 bi de debêntures, Natura alonga dívida com bancos @estadao:  https://t.co/viQP56Htxh https://t.co/9ycesGUrhU",-1,1
100,1031959958257131520,"Candidato a vice-presidente na chapa do senador @alvarodias_  (Podemos), Paulo Rabello de Castro (PSC), defendeu maior planejamento antes de fazer privatizações, incluindo a da Eletrobras, durante evento promovido pela @Abraceel. https://t.co/9lgRz82LTb Foto: Felipe Rau/Estadão https://t.co/O0b5u4ln7z",0,-1
101,1031855723330850819,RT @colunadobroad: Gasômetro da Usiminas passou por reforma em 2010 @estadao:  https://t.co/IwIHYDOmw7 https://t.co/TzGZ1n6Ygh,0,0
102,1031515046478852096,"A explosão na madrugada desta segunda-feira na Refinaria de Paulínia (Replan), em São Paulo, pode ser consequência da redução dos funcionários da Petrobras e nos investimentos em manutenção, avaliou o
 coordenador-geral da Federação Única dos Petroleiros (FUP), Simão Zanardi.",-1,-1
103,1031514750667173888,"A Marfrig Global Foods anunciou hoje a venda da sua subsidiária Keystone Foods para a Tyson Foods por US$ 2,4 bilhões.",1,1
104,1030251754204672002,"Petrobras vence ação no Carf contra cobrança de R$ 8,18 bilhões https://t.co/qXBTw0MVdj Foto: Fabio Motta/Estadão https://t.co/D3lJ27yyJa",1,-1
105,1129034972176764929,#UGPA3 Ultrapar: Credit Suisse enxerga resultados fracos e deterioração da Extrafarma https://t.co/TmmbEmA6YS,-1,-1
106,1129027455816220672,Vale e siderúrgicas avançam puxadas pela valorização do minério de ferro https://t.co/dO4Ckm7e1z,1,1
107,1129023651104382976,Ultrapar cai mais de 4% após divulgação de resultado do primeiro trimestre https://t.co/gu5poLbjPc,-1,-1
108,1129022971513851905,Marfrig sobe mais de 7% e lidera ganhos do Ibovespa com divulgação de balanço https://t.co/rt0HLJHdCL,1,1
109,1129018902669910016,"B3, à espera da Previdência para brilhar https://t.co/7AENt808s9",0,1
110,1128811404734210053,#PETR3 #PETR4 Petrobras irá pagar juros sobre o capital próprio e dividendos na segunda-feira https://t.co/R3nOI9hwwo,-1,0
111,1128809118020657153,"#UGPA3 Ultrapar irá pagar R$ 67,5 milhões para compensar ambiental em Santos https://t.co/o5XG8TyeNz",-1,1
112,1128800900657614849,"#MRFG3 Marfrig tem lucro de R$ 4,3 milhões no 1º trimestre https://t.co/hOHAPRV0EP",1,1
113,1128785864933412869,#UGPA3 Lucro da Ultrapar dobra no 1º trimestre https://t.co/RxuZ4JvNxf,1,1
114,1128679365599014913,Bradespar vê prejuízo avançar por conta de Brumadinho; ações operam com ganhos https://t.co/lwdGbsCJiy,-1,1
115,1128676152653045760,"Com salto de 157% no lucro líquido, ações da Equatorial avançam mais de 1% https://t.co/UURM3uqRpb",1,1
116,1128659599379267585,Kroton cai mais de 6% e lidera perdas do Ibovespa após registrar lucro 34% menor https://t.co/VYxbWCPouc,-1,-1
117,1128653439855222790,"Varejo: Abril tem menor crescimento das vendas em um ano, aponta índice Cielo https://t.co/C6gtarX1OC",-1,1
118,1128653144437739520,#CSNA3 Explosão na unidade da CSN em Volta Redonda (RJ) deixa funcionários feridos https://t.co/8ihBLZMENt,-1,-1
119,1128632654499385345,#VVAR3 Via Varejo: Michael Klein confirma intenção de comprar ações https://t.co/eKEtLdfyvK,1,0
120,1128626460825198598,#BRKM5 Braskem: Bolsa de NY suspende negociação e inicia deslistagem https://t.co/d2Z01cV5PU,-1,-1
121,1128617528916361216,#EMBR3 Embraer: Prejuízo vai a R$ 161 milhões com menor entrega de aeronaves https://t.co/reigw1pxWI,-1,-1
122,1128593590261813248,"JBS tem forte alta após registrar lucro líquido de R$ 1,1 bilhão no trimestre https://t.co/JX15FFJZu5 #JBSS3",1,1
123,1128584621657153536,CPI da Câmara vê crime da Vale na tragédia de Brumadinho https://t.co/4KmHahFDLw,-1,-1
124,1128407540121919488,"Ações da Cosan tem leve desvalorização após lucro avançar 14,5% no 1º trimestre https://t.co/xxOO1VWKeU",-1,1
125,1128401177954140160,"Pão de Açúcar cresce 3,10% com elevação do preço-alvo do BTG https://t.co/KJDjBW1J74",1,1
126,1128345834297466881,Natura sobe quase 1% com notícia de possível acordo para compra da Avon https://t.co/OPIQ6XDMHp,1,1
127,1128306962314289153,"Com lucro de R$ 1,3 bilhão no trimestre, Eletrobras lidera ganhos do Ibovespa https://t.co/NobbEk3mi3",1,1
128,1128301751264776193,"Ações da Cosan operam com leve desvalorização após lucro avançar 14,5% no 1º trimestre https://t.co/xxOO1VWKeU",-1,1
129,1128269409993273344,"#CSAN3 Cosan apresenta resultado robusto com lucro líquido de R$ 395,7 milhões https://t.co/Odufyz65S4",1,1
130,1128268253074198528,"Lucro da Eletrobras cresce 178% no 1º trimestre e atinge R$ 1,3 bilhão https://t.co/8UcqrI8YVk #ELET3  #ELET6",1,1
131,1128267565653008385,"Lucro da JBS dobra para R$ 1,092 bilhão https://t.co/ICkJuqXQju #JBSS3",1,1
132,1128252826004664320,"Lucro da Itaúsa sobe 3,6% no 1º trimestre https://t.co/LEo966fpJ7 #ITSA4",1,1
133,1128095230954299392,"Após o pregão: Itaúsa, Cesp, Centauro, Órama e SulAmérica&amp;#8230; https://t.co/K7tlYLeGzH",0,1
134,1128037863377866752,Sabesp cai 7% com rompimento de adutora na zona norte de São Paulo https://t.co/1wFc0pAkYA,-1,-1
135,1128018630812127232,Braskem cai mais de 5% após ações terem negociações suspensas em Nova York https://t.co/TB6vWrIzgq,-1,-1
136,1128016929896259585,Azul oferece US$ 145 milhões para comprar parte da Avianca https://t.co/kUfDVe3xNJ,1,1
137,1128008413655363584,Itaú reduz previsão de crescimento do PIB para 1% este ano e diz que juro tem de cair mais https://t.co/OMBpR7cG0X,-1,1
138,1127939587119042560,Vale investirá R$ 11 bi em processamento a seco de minério para reduzir barragens de rejeitos https://t.co/kM4jHkg6T8,1,1
139,1127047799177195520,"Após o pregão: Petrobras e Liquigás, nova aérea no Brasil, Bombril, Alpargatas&amp;#8230; https://t.co/hz3Gvh8B61",0,1
140,1127045981659385857,Petrobras inicia processo de venda da Liquigás https://t.co/YR3zIrC3oi,1,1
141,1126893772112056321,"Lojas Americanas cai 4% após reverter lucro e registrar prejuízo de R$ 53,5 milhões https://t.co/E3D14EKnMj",-1,-1
142,1126870952095178753,Qual fundo imobiliário comprar? Itaú BBA revela 5 alternativas https://t.co/yW1H9BnjqQ,0,0
143,1126868779248472070,"B3 recua quase 3% com cena negativa, apesar de lucro 64,3% maior no trimestre https://t.co/WWzKrkOXRu",-1,-1
144,1126853827435663360,Rumo tem dia de valorização após reverter prejuízo e lucrar R$ 27 mi no trimestre https://t.co/v9c50THXUX,1,1
145,1126850889535447040,"Suzano cai mais de 3% após registrar prejuízo de R$ 1,23 bi no 1º trimestre https://t.co/W4rqztbrZ7",-1,-1
146,1126847623875502080,B2W despenca quase 7% após ver prejuízo saltar mais de 20% no trimestre https://t.co/kcc5PftYoQ,-1,-1
147,1126830230264528897,#BRFS3 BRF tem prejuízo de R$ 113 milhões com queda de volume para Arábia Saudita https://t.co/g39uMDhJWr,-1,-1
148,1126815120083030016,Rumo reverte prejuízo e tem lucro de R$ 27 milhões no 1º trimestre https://t.co/8CVGF1W7Oj #RAIL3,1,1
149,1126808437306925056,"BR Malls lucra 13,8% a mais em trimestre com estabilidade no Ebitda https://t.co/KxWl0aRzQl #BRML3",1,1
150,1126808083894812677,Lucro da B3 salta 92% no 1º trimestre de 2019 https://t.co/Ulggmaadt2 #B3SA3 #b3 #B3,1,1
151,1126807759452872704,Cyrela reverte prejuízo e encerra 1º trimestre com lucro de R$ 48 milhões https://t.co/0cxlv3ntki #CYRE3,1,1
152,1126807537079279616,Vale: Impacto de Brumadinho chega a quase R$ 20 bilhões https://t.co/lgzPtuV5xo #VALE3,-1,-1
153,1126807284783493120,"Suzano lista prejuízo líquido de R$ 1,22 bilhão com recuo nos volumes e maiores despesas https://t.co/lzn5bXTqYB",-1,1
154,1126806998769598464,"Após Brumadinho, Vale tem primeiro Ebitda negativo da história https://t.co/cGFoXpnsL1 #VALE3",-1,-1
155,1126806619495510017,Qualicorp tem queda de 5% no lucro do 1º trimestre https://t.co/t8Nxy8uwMH #QUAL3,-1,-1
156,1126806404772376576,CSN estima alta de 9% nas vendas de minério de ferro em 2019 https://t.co/QLftM5qNt7 #CSNA3,1,1
157,1126805405554892800,"B2W tem prejuízo de R$ 139,2 milhões no 1º trimestre https://t.co/00FozyQCs6",-1,1
158,1126805353100906496,"Sem Páscoa no 1º trimestre, Lojas Americanas tem prejuízo de R$ 53,5 mi https://t.co/C2sp8NkrcB",-1,1
159,1126805173978980354,"Lucro da CVC cresce 14,5% no 1º tri; Despesa com Avianca chega a R$ 10,2 mi https://t.co/z5962bvkD3",1,1
160,1126707867938017283,#ESTC3 Lucro da Estácio cresce 25% no 1º trimestre https://t.co/WvqouUwZeF,1,1
161,1126639124675551232,#RAIL3 Rumo apresenta lucro líquido de R$ 27 milhões concomitante com alta no Ebitda https://t.co/8CVGF1W7Oj,1,1
162,1126597502541733910,Carteira recomendada: Itaú BBA anuncia nova ação em carteira Top 5 https://t.co/PxPSNAf8yr,0,1
