,id,texto,polaridade,sentimento
62,1073195604296298496,"@colunadobroad smiles dá ponta pé argentina, olho share 10% @estadao",1,1
63,1073195586696957952,@colunadobroad santander brasil leva folha pagamentos mcdonald´s @estadao,1,1
64,1073164928666750976,"csn prevê produção 28,5 milhões toneladas minério ferro 2018, volume crescerá 31,5 milhões toneladas 2019 2020, volume cairá 30,7 milhões toneladas subirá 31,2 milhões toneladas 2021 foto tasso marcelo/estadão",1,1
65,1070285580913786880,"petrobras estima crescimento 10% produção óleo brasil 2019 7% total período 2020 2023, produção total óleo gás natural crescimento médio 5% ano, segundo companhia foto fábio motta/estadão",1,1
66,1070276793305849860,@colunadobroad bradesco remodela área cliente corporate @estadao,1,1
67,1070045746530000896,@colunadobroad paulo ricci entrega pedido aposentadoria bb interino assume @estadao,0,0
68,1070021187428904961,"@broadcastagro jbs tolleson inc, unidade brasileira jbs estado arizona, estados unidos, fazendo recall cerca de…",-1,-1
69,1069904413014278144,@colunadobroad zurich seguros cheque r$ 2 bi via varejo @estadao,1,1
70,1069904400628486144,@colunadobroad cielo vende metade maquininhas stelo ano todo black friday @estadao,1,1
71,1068088547704483840,@colunadobroad pedidos aposentadorias bb abrem espaço nova gestão @estadao,0,0
72,1065961258174828544,"privatização petrobras pae questão deve ser considerada muita atenção futuro governo, diz expresidente, pedro parente, atualmente @brf_global foto wilton junior/estadão",0,0
73,1065544513912020992,@colunadobroad monteiro pede tempo equipe bolsonaro decidir sobre convite bb @estadao,0,0
74,1064966968564953088,ativos brasileiros ampliam ritmo queda nova york adr petrobras recua 5% foto andré lessa/estadão,-1,-1
75,1064457858048303106,"fique olho castello branco petrobras foco antes 2 feriados, ipca15 disputa euachina",0,1
76,1063065896476909568,"gerdau deu início ofea, exterior, recompra vista bonds circulação valor us$ 900 milhões segundo empresa, principal objetivo ofea gerenciamento passivos foto denny cesare/estadao",1,1
77,1060973498829602816,"vicepresidente república eleito, @generalmourao, prédio petrobras, rio, momento diretoria, incluindo presidente companhia, ivan monteiro, fez apresentação institucional empresa foto weher santana/estadão",0,0
78,1060830163796148224,@colunadobroad klabin pretende captar us$ 500 mi emissão bônus @estadao,1,1
79,1059953938886262784,"tim lucro líquido r$ 1,338 bilhão 3tri18, ante r$ 279 milhões 3tri17 foto fabio motta/estadão",1,1
80,1055791835011039233,"usiminas repoa lucro, ebitda receita acima projeções terceiro trimestre foto clayton souza/estadão",1,1
81,1055776500916670466,@colunadobroad cielo confirma caffarelli presidência pair novembro,0,0
82,1055754871469686784,@colunadobroad caffarelli presidirá cielo pair novembro @estadao,0,1
83,1054376327367802881,"pres @bancodobrasil, paulo caffarelli, diz q bb 'pequena' alta desembolsos área crédito 3º tri ante tri anterior p/ele, 3 últimos meses melhores ano, c/maior atividade mercado dívida q ofea ações dida sampaio",1,1
84,1052979166310801408,"grupo varejista francês casino, controlador pão açúcar, vendas líquidas 8,9 bilhões euros 3º trimestre foto sérgio castro/estadão",1,1
85,1050017114579509250,@colunadobroad b3 estuda segmento específico empresas tecnologia @estadao,1,0
86,1047905178635186176,"#eua, jbs faz recall 3 mil toneladas carne suspeita salmonela foto weher santana/estadão",-1,-1
87,1047558298654969858,"operadora poo seguro conecta fará migração 500 mil linhas rede tim, conforme acordo aceado nesta quaafeira, 3, companhias foto fabio motta/estadão",1,1
88,1047440696003756032,@colunadobroad santander lançará fundo infraestrutura r$ 500 milhões critérios esg @estadao htt…,1,1
89,1046766593039114243,"presidente @carrefourbrasil noel prioux diz país discussão grupo casino, controlador grupo pão açúcar discussão casino vamos ter foto jf dorio/estadão",0,1
90,1045669663487733760,"@colunadobroad fundo verde capta, 2 horas, r$ 100 mi plataforma itaú @estadao",1,1
91,1045275353567162368,"@colunadobroad santander leva mauro bizzato, livelo, comandar esfera @estadao",0,1
92,1041670030562414593,"petrobras mantém preço médio litro gasolina refinarias r$ 2,2514 terçafeira (18 foto tiago queiroz/estadão",0,1
93,1039859843916546049,"via varejo lança airfox solução vv pay, permite pagamento carnê @casasbahia aplicativo foto sergio castro/estadão",1,1
94,1039503166725861378,@colunadobroad santander faz ofensiva crédito imobiliário @estadao,1,1
95,1036596836398784520,"@broadcastagro brf anuncia três novos vicepresidentes finanças ri planejamento integrado estratégia, gestão inovação e…",0,1
96,1035506430219116545,"petrobras altera preço diesel, aumento 13% pair hoje, r$ 2,2964 final noite ontem, anp divulgou tabela novos preços foto fábio motta/estadão",1,1
97,1035501580907409409,@colunadobroad captação externa us$ 1 bi suzano atrai 13 bancos @estadao,1,1
98,1034798950291853312,@colunadobroad fazenda quer substituir penhora csn dinheiro @estadao,-1,0
99,1034798931270672384,"@colunadobroad r$ 1 bi debêntures, natura alonga dívida bancos @estadao",-1,1
100,1031959958257131520,"candidato vicepresidente chapa senador @alvarodias_ (podemos, paulo rabello castro (psc, defendeu maior planejamento antes fazer privatizações, incluindo eletrobras, durante evento promovido @abraceel foto felipe rau/estadão",0,-1
101,1031855723330850819,@colunadobroad gasômetro usiminas passou reforma 2010 @estadao,0,0
102,1031515046478852096,"explosão madrugada desta segundafeira refinaria paulínia (replan, paulo, pode ser consequência redução funcionários petrobras investimentos manutenção, avaliou coordenadorgeral federação única petroleiros (fup, simão zanardi",-1,-1
103,1031514750667173888,"marfrig global foods anunciou hoje venda subsidiária keystone foods tyson foods us$ 2,4 bilhões",1,1
104,1030251754204672002,"petrobras vence ação carf contra cobrança r$ 8,18 bilhões foto fabio motta/estadão",1,-1
105,1129034972176764929,#ugpa3 ultrapar credit suisse enxerga resultados fracos deterioração extrafarma,-1,-1
106,1129027455816220672,vale siderúrgicas avançam puxadas valorização minério ferro,1,1
107,1129023651104382976,ultrapar cai 4% após divulgação resultado primeiro trimestre,-1,-1
108,1129022971513851905,marfrig sobe 7% lidera ganhos ibovespa divulgação balanço,1,1
109,1129018902669910016,"b3, espera previdência brilhar",0,1
110,1128811404734210053,#petr3 #petr4 petrobras irá pagar juros sobre capital próprio dividendos segundafeira,-1,0
111,1128809118020657153,"#ugpa3 ultrapar irá pagar r$ 67,5 milhões compensar ambiental santos",-1,1
112,1128800900657614849,"#mrfg3 marfrig lucro r$ 4,3 milhões 1º trimestre",1,1
113,1128785864933412869,#ugpa3 lucro ultrapar dobra 1º trimestre,1,1
114,1128679365599014913,bradespar vê prejuízo avançar conta brumadinho ações operam ganhos,-1,1
115,1128676152653045760,"salto 157% lucro líquido, ações equatorial avançam 1%",1,1
116,1128659599379267585,kroton cai 6% lidera perdas ibovespa após registrar lucro 34% menor,-1,-1
117,1128653439855222790,"varejo abril menor crescimento vendas ano, aponta índice cielo",-1,1
118,1128653144437739520,#csna3 explosão unidade csn volta redonda (rj deixa funcionários feridos,-1,-1
119,1128632654499385345,#vvar3 via varejo michael klein confirma intenção comprar ações,1,0
120,1128626460825198598,#brkm5 braskem bolsa ny suspende negociação inicia deslistagem,-1,-1
121,1128617528916361216,#embr3 embraer prejuízo vai r$ 161 milhões menor entrega aeronaves,-1,-1
122,1128593590261813248,"jbs foe alta após registrar lucro líquido r$ 1,1 bilhão trimestre #jbss3",1,1
123,1128584621657153536,cpi câmara vê crime vale tragédia brumadinho,-1,-1
124,1128407540121919488,"ações cosan leve desvalorização após lucro avançar 14,5% 1º trimestre",-1,1
125,1128401177954140160,"pão açúcar cresce 3,10% elevação preçoalvo btg",1,1
126,1128345834297466881,natura sobe quase 1% notícia possível acordo compra avon,1,1
127,1128306962314289153,"lucro r$ 1,3 bilhão trimestre, eletrobras lidera ganhos ibovespa",1,1
128,1128301751264776193,"ações cosan operam leve desvalorização após lucro avançar 14,5% 1º trimestre",-1,1
129,1128269409993273344,"#csan3 cosan apresenta resultado robusto lucro líquido r$ 395,7 milhões",1,1
130,1128268253074198528,"lucro eletrobras cresce 178% 1º trimestre atinge r$ 1,3 bilhão #elet3 #elet6",1,1
131,1128267565653008385,"lucro jbs dobra r$ 1,092 bilhão #jbss3",1,1
132,1128252826004664320,"lucro itaúsa sobe 3,6% 1º trimestre #itsa4",1,1
133,1128095230954299392,"após pregão itaúsa, cesp, centauro, órama sulamérica&amp#8230",0,1
134,1128037863377866752,sabesp cai 7% rompimento adutora zona noe paulo,-1,-1
135,1128018630812127232,braskem cai 5% após ações terem negociações suspensas nova york,-1,-1
136,1128016929896259585,azul oferece us$ 145 milhões comprar pae avianca,1,1
137,1128008413655363584,itaú reduz previsão crescimento pib 1% ano diz juro cair,-1,1
138,1127939587119042560,vale investirá r$ 11 bi processamento seco minério reduzir barragens rejeitos,1,1
139,1127047799177195520,"após pregão petrobras liquigás, nova aérea brasil, bombril, alpargatas&amp#8230",0,1
140,1127045981659385857,petrobras inicia processo venda liquigás,1,1
141,1126893772112056321,"lojas americanas cai 4% após reveer lucro registrar prejuízo r$ 53,5 milhões",-1,-1
142,1126870952095178753,fundo imobiliário comprar? itaú bba revela 5 alternativas,0,0
143,1126868779248472070,"b3 recua quase 3% cena negativa, apesar lucro 64,3% maior trimestre",-1,-1
144,1126853827435663360,rumo dia valorização após reveer prejuízo lucrar r$ 27 mi trimestre,1,1
145,1126850889535447040,"suzano cai 3% após registrar prejuízo r$ 1,23 bi 1º trimestre",-1,-1
146,1126847623875502080,b2w despenca quase 7% após ver prejuízo saltar 20% trimestre,-1,-1
147,1126830230264528897,#brfs3 brf prejuízo r$ 113 milhões queda volume arábia saudita,-1,-1
148,1126815120083030016,rumo revee prejuízo lucro r$ 27 milhões 1º trimestre #rail3,1,1
149,1126808437306925056,"br malls lucra 13,8% trimestre estabilidade ebitda #brml3",1,1
150,1126808083894812677,lucro b3 salta 92% 1º trimestre 2019 #b3sa3 #b3 #b3,1,1
151,1126807759452872704,cyrela revee prejuízo encerra 1º trimestre lucro r$ 48 milhões #cyre3,1,1
152,1126807537079279616,vale impacto brumadinho chega quase r$ 20 bilhões #vale3,-1,-1
153,1126807284783493120,"suzano lista prejuízo líquido r$ 1,22 bilhão recuo volumes maiores despesas",-1,1
154,1126806998769598464,"após brumadinho, vale primeiro ebitda negativo história #vale3",-1,-1
155,1126806619495510017,qualicorp queda 5% lucro 1º trimestre #qual3,-1,-1
156,1126806404772376576,csn estima alta 9% vendas minério ferro 2019 #csna3,1,1
157,1126805405554892800,"b2w prejuízo r$ 139,2 milhões 1º trimestre",-1,1
158,1126805353100906496,"páscoa 1º trimestre, lojas americanas prejuízo r$ 53,5 mi",-1,1
159,1126805173978980354,"lucro cvc cresce 14,5% 1º tri despesa avianca chega r$ 10,2 mi",1,1
160,1126707867938017283,#estc3 lucro estácio cresce 25% 1º trimestre,1,1
161,1126639124675551232,#rail3 rumo apresenta lucro líquido r$ 27 milhões concomitante alta ebitda,1,1
162,1126597502541733910,caeira recomendada itaú bba anuncia nova ação caeira top 5,0,1
163,1126578344668086273,#b3sa3 market 2 market pede cvm competir b3 central depositária,0,-1
164,1126551735923822593,ações azul negociadas alta lucro 20% menor,1,1
165,1126548908753203201,b2w prorroga prazo inscrições programa estágio 2019,0,1
166,1126526227882311680,via varejo sobe 2% gpa buscando vender companhia ainda 2019,1,1
167,1126492839385411586,csn cai 3% após ver lucro encolher r$ 87 milhões 1º trimestre,-1,-1
168,1126472490610565120,#enbr3 lucro líquido energias brasil cresce 24% 1º trimestre,1,1
169,1126460228608962560,#brkm5 braskem lucro líquido fica estável queda ebitda todas divisões,0,-1
170,1126458306040606721,"#azul4 lucro azul cai 20% aumento custos, receita sobe 16%",0,1
171,1126453123936133121,"#vivt4 vivo mantém liderança segmento móvel lucro líquido r$ 1,38 bilhão",1,1
172,1126446645162459137,"#bbas3 lucro banco brasil dispara 45,7% trimestre totaliza r$ 4 bilhões",1,1
173,1126442822020866048,petrobras lucro cai ação sobe &amp#8211 quê? #petr4 #petr3 #empresas #petrobras,1,-1
174,1126271326854029314,"#egie3 lucro engie fecha r$ 565,5 milhões 1º trimestre",1,1
175,1126264374421786625,#mrve3 mrv lucro líquido cresce 18% 1º trimestre,1,1
176,1126243203689140225,#petr3 #petr4 petrobras lucro cai ação sobe quê?,1,-1
177,1126217367040741377,itaú bba elege nova ação caeira top 5,0,1
178,1126213616745762818,#pomo4 marcopolo bradesco bbi coa preçoalvo,-1,1
179,1126129802203795457,gerdau salta quase 3% após balanço apresentar melhor ebitda 1º tri 11 anos,1,1
180,1126097166097842178,#vale3 vale apresenta queda produção vendas primeiro trimestre 2019,-1,-1
181,1126094698832068608,#ggbr4 #goau4 gerdau melhor melhor ebitda 1º trimestre 11 anos,1,1
182,1126092194006355968,#bbas3 banco brasil realiza diversas alterações quadro gerencial,1,0
183,1126089221637324801,estudantes podem renegociar fies banco brasil celular,1,0
184,1126087041329061888,"#ggbr4 #goau4 gerdau metalúrgica gerdau irão pagar r$ 157,7 milhões dividendos",1,1
185,1126084068712570880,"petrobras irá pagar r$ 1,3 bilhão juros sobre capital próprio #petr3 #petr4",1,1
186,1126081339713839110,#mglu3 ação magazine luiza vale r$ 200 onde vai agora?,1,1
187,1126076424354500608,"tim lucro cresce 2,5% atinge r$ 251 milhões #timp3",1,1
188,1126074906981163008,"ação alupar &amp#8220premium&amp#8221 preço fixo, avalia itaú bba",1,0
189,1125820806850859008,gerdau queda véspera divulgação resultado 1º trimestre,-1,-1
190,1125807431525851143,"ccr odontoprev entram exdividendos quaa yields chegam 2,48%",1,1
191,1125774217784336384,quer entender necessidade reforma previdência? bradesco explica,0,0
192,1125761734130700288,br distribuidora sobe 2% após registrar lucro 93% maior 1º trimestre,1,1
193,1125749953110904832,"#azul4 azul taxa ocupação cresce 3 pontos percentuais chega 84,4%",1,1
194,1125731216823607296,"magazine luiza lucro cai 10%, supera expectativas #magalu #magazineluiza #mglu3 @magazineluiza",-1,1
195,1125715712020971521,br distribuidora melhora margens lucro quase dobra 1º trimestre 2019 #brdt3,1,1
196,1125581974926712835,"#mglu3 magazine luiza lucro cai 10%, supera expectativas",-1,1
197,1125505934694977536,"dia negativo setor, bradesco cai 3% após aquisição eua",-1,1
198,1125486456930222086,onde investir? itaú bba revela indicações mês maio,0,0
199,1125480577807921153,grupo ccr abre inscrições 10ª edição programa trainee,0,0
200,1125450723532189697,sabesp leve queda divulgação cronograma revisão tarifária,-1,-1
201,1125416562582786054,b3 revela nova composição 23 índices,0,0
202,1125398405797249025,cemig cai 3% intenção governo mineiro cobrar bônus bilionário,-1,-1
203,1125364928322441217,#bbdc4 bradesco compra banco florida r$ 2 bilhões busca alta renda,1,1
204,1125363984062980096,"semana copom, reforma previdência inflação oficial petrobras 68 empresas divulgam balanços",0,0
205,1125232150519918594,#sbsp3 sabesp divulga cronograma revisão tarifária,0,0
206,1124803411667505158,#abev3 #itub4 quanto ambev itaú pagando?,0,0
207,1124707821407350784,agências santander darão orientação financeira gratuita pair deste sábado,0,1
208,1124441965892972544,#vale3 vale troca presidente conselho administração,0,0
209,1124408271136264192,"bradesco revela caeiras ações top 10, dividendos, arrojada small caps",0,0
210,1124384832207900672,itaú relança caão crédito platinum homenagem ayon senna,0,1
211,1124317296674078720,santander mantém caeira recomendada small caps maio,0,1
212,1124313016298889216,necton altera caeiras recomendadas entrada bradesco guararapes,0,1
213,1124272356728418306,"#brdt3 br distribuidora retira shell, ipiranga ale 52 postos rede duque",0,1
214,1124265404715687938,klabin mostra prejuízo líquido r$ 196 milhões btg vê “trimestre devagar”,-1,-1
215,1124264463710945280,#klbn11 klabin mostra prejuízo líquido r$ 196 milhões btg vê &amp#8220trimestre devagar&amp#8221,-1,1
216,1124262874073980928,via varejo quer driblar minoritário viabilizar &amp#8220novas operações societárias&amp#8221 #vvar3 #empresas,1,0
217,1124249492247797761,"natura lucro líquido dispara 72,8% primeiro trimestre 2019 #natu3 #empresas #resultados",1,1
218,1124249003397406720,"mp autoriza união pagar r$ 3,5 bilhões eletrobras despesa termelétricas #elet3 #elet6 #empresas",1,1
219,1124248733510770688,irb divulga projeções 2019 #irbr3 #empresas,0,0
220,1124248604477149184,estrangeiros tiram r$ 755 mi bovespa 29 abril queda 9% volume mês #b3sa3 #ibovespa #b3,-1,-1
221,1124248409848856576,"jbs capta us$ 1,9 bilhão operação gestão passivos #jbss3 #empresas",1,1
222,1124247460661141504,"lucro itaú cresce 7,1% chega r$ 6,9 bilhões #itub4",1,1
223,1124247407863193601,banco brasil diz define juros “aspectos técnicos” #bbas3,0,0
224,1124119525186732032,via varejo quer driblar minoritário viabilizar novas operações societárias,1,0
225,1124117248535400448,#vvar11 via varejo quer mudar estatuto viabilizar novas operações societárias,1,0
226,1124073047101714432,#bbas3 banco brasil diz define juros &amp#8220aspectos técnicos&amp#8221,0,0
227,1124069919476391937,#irbr3 lucro irb salta 38% primeiro trimestre 2019,1,1
228,1124011630839377926,bb investimentos troca 4 ações caeira fundamentalista maio,0,1
229,1123931192645038082,itaú unibanco cobrará taxas &amp#8220ted&amp#8221 &amp#8220doc&amp#8221 clientes rede,0,0
230,1123575952024453120,b2w digital procura estagiários virarem líderes empresa,0,0
231,1123350091299991557,"#ccpr3 lucro cyrela commercial propeies cai 16,6% balanço trimestral",-1,-1
232,1123303283039375360,"#mglu3 magazine luiza traz “efeito amazon” setor centauro, dafiti arezzo",1,0
233,1123246534315905026,#petr4 analista abre compra condor ação petrobras,0,1
234,1123205684454133760,#bbas3 banco brasil diretor marketing demitido,0,0
235,1123203484243898370,#radl3 raiadrogasil ganha mercado vendas saltam início 2019,1,1
236,1123193287471456261,"#goll4 gol mostra prejuízo líquido r$ 32,3 milhões primeiro trimestre 2019",-1,-1
237,1123193211311271938,"#sanb11 lucro líquido santander aumenta 21,1% trimestre, r$ 3,41 bilhões",1,1
238,1123054792581025792,#vale3 vale elege diretorpresidente,0,0
239,1123008868924174337,#brdt3 br distribuidora elege rafael salvador grisolia cargo ceo,0,0
240,1123000570346864640,#mult3 lucro multiplan cai 6% impacto bônus r$ 11 mi executivos,-1,-1
241,1122975718030360576,#mglu3 magazine luiza compra netshoes us$ 62 milhões,1,1
242,1122859691925700608,"#hype3 ação hypera “atraente”, avalia btg pactual",1,-1
243,1122812507117191168,"#petr3 #petr4 petrobras monopólio? compre ações, diz analista",1,1
244,1122609812028755973,#vale3 vale veja 13 nome poderão compor novo conselho voto individual,0,0
245,1122145478911635459,"#jbss3 seara, jbs, compra frigorífico suínos rs r$ 235 milhões",1,1
246,1121921665271783429,"#hype3 lucro hypera sobe 7,1% primeiro trimestre",1,1
247,1121873711206936577,klabin inscrições abeas evento sobre controle sustentável formigas,0,0
248,1121782672337047554,"#lren3 lojas renner continua elevar nível &amp#8220ótimo&amp#8221 varejo, avalia credit suisse",1,1
249,1121770050216763399,#ciel3 ação cielo ficando barata hora comprar?,0,0
250,1121756846929403905,#brfs3 brf ivan monteiro deixa diretoria financeira,0,0
251,1121750381481140224,#bbas3 giovanna ricci selfie assusta banco brasil?,0,0
252,1121723225996713991,"lojas renner lucra 50,8% balanço 1º trimestre #lren3",1,1
253,1121723036728725504,"lucro localiza cresce 22,9% recorde 1° trimestre #rent3",1,1
254,1121547935030882305,#petr3 #petr4 petrobras assina venda 3 ativos valor r$ 40 bilhões,1,1
255,1121541644657020928,stj mantém decisão mandou soltar funcionários vale,0,0
256,1121531454402564096,"fleury lucro r$ 96,9 milhões 1° trimestre",1,1
257,1121494001700495360,jbs abre vagas programa trainee 2019,0,1
258,1121386850784931845,"bradesco mostra alta 22,3% lucro líquido recorrente r$ 6,2 bilhões",1,1
259,1121249959985205249,#ciel3 resultado cielo fim?,0,1
260,1121090987395305472,via varejo opera queda após prejuízo 1º trimestre,-1,-1
261,1121069486218588161,procura bala prata recuperação brasileira economistachefe itaú,0,1
262,1121036813961969665,#mglu3 magazine luiza fica amazon anunciar venda livros ecommerce,0,1
263,1121031026866835456,"#wege3 lucro líquido weg avança 7,7% 1º tri totaliza r$ 306,8 milhões",1,1
264,1121029359110950912,#bbas3 banco brasil irá vender ações neoenergia,1,0
265,1121026412977295360,#ccro3 ccr rodonoe irá coar tarifas 30% acordo leniência,-1,-1
266,1121020105100603394,via varejo revee lucro prejuízo r$ 49 milhões 1º trimestre,-1,1
267,1121002803445600258,jbs reabre emissão us$ 700 milhões #jbss3,0,1
268,1120806199325335555,"#ciel3 lucro cielo encolhe 40% despesa salta 22,4% 1º trimestre",-1,1
269,1120769784294125572,"#brfs3 brf parece jogo virou, mesmo?",0,0
270,1120714724168097794,#ciel3 cielo esperar resultado 1º trimestre? ações avançam 6%,1,1
271,1120689922187436032,"caixa vai realizar ipos subsidiárias nova york b3, diz valor",0,1
272,1120665822668709888,"#b3sa3 b3 aprova emissão debêntures r$ 1,2 bilhão",1,1
273,1120664984965480449,#petr3 #petr4 petrobras abre jogo sobre preços combustíveis 37 pontos brasil,0,1
274,1120660147448291330,#ciel3 lazard vende ações cielo antes resultado 1º trimestre,-1,1
275,1120635759600521216,"acordo individual vale permite indenização eficaz, diz defensoria",0,0
276,1120440137614282754,"fechamento trump asfixia irã, petróleo sobe, petrobras cai ibovespa fica estável",-1,-1
277,1120007829664956416,"programa petrobras cultural revisado, diz bolsonaro",0,0
278,1118901612867665921,#petr3 #petr4 petrobras avança quase 3% após alta diesel entrevista guedes,1,1
279,1118887970398928896,#petr4 jerônimo antunes renuncia cargo conselho petrobras,-1,0
280,1118841371543126016,#usim5 usiminas anuncia investimentos r$ 1 bi 2019,1,1
