id-col,tweet_id,screen_name,tweet,polaridade,words,filtered,tf,features,label,rawPrediction,probability,prediction
97,1100363319435759616,InvestingBrasil,Embraer diz que liminar que impedia assembleia sobre fusão com Boeing foi revogada - https://t.co/4K0hrmyHW1,1,"['embraer', 'diz', 'que', 'liminar', 'que', 'impedia', 'assembleia', 'sobre', 'fusão', 'com', 'boeing', 'foi', 'revogada', '-', 'https://t.co/4k0hrmyhw1']","['embraer', 'diz', 'que', 'liminar', 'que', 'impedia', 'assembleia', 'sobre', 'fusão', 'com', 'boeing', 'foi', 'revogada', '-', 'https://t.co/4k0hrmyhw1']","(65536,[2756,4232,4748,8544,8717,22457,30535,38962,43467,45531,46522,48164,59372,64568],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(65536,[2756,4232,4748,8544,8717,22457,30535,38962,43467,45531,46522,48164,59372,64568],[3.492302930184448,0.0,0.0,4.894101477840304,1.9046388172999087,2.732216266949394,2.3388140312905046,3.4181949580307265,5.101740842618549,1.314060803760519,5.027632870464827,6.424685807653155,0.0,0.0])",1.0,"[-262.7852777502109,-287.61171829034305,-302.98588407046486,-400.1592738206271,-413.43955840561534,-413.4241789168288,-404.22105647040235,-404.21071822568507,-413.42556222723266,-413.44067760703484,-412.3535322959662,-413.4281663695866,-413.4297996376998,-404.2138950968084,-413.4241789168288,-413.42812078947316]","[0.9999999999834799,1.652014550363118e-11,3.4761499794935e-18,2.1838939722727698e-60,3.7297286468889956e-66,3.787533330666064e-66,3.760293622423335e-62,3.799370101162419e-62,3.782297618547183e-66,3.725556664372918e-66,1.104923938695868e-65,3.772460790932238e-66,3.766304379917741e-66,3.7873191443049294e-62,3.787533330666064e-66,3.7726327440419217e-66]",0.0
98,1100390762938806277,InvestingBrasil,BR Distribuidora sobe mais de 2% com salto de 202% no luro líquido do 4º trimestre - https://t.co/MD1zQo8Ff8,1,"['br', 'distribuidora', 'sobe', 'mais', 'de', '2%', 'com', 'salto', 'de', '202%', 'no', 'luro', 'líquido', 'do', '4º', 'trimestre', '-', 'https://t.co/md1zqo8ff8']","['br', 'distribuidora', 'sobe', 'mais', 'de', '2%', 'com', 'salto', 'de', '202%', 'luro', 'líquido', '4º', 'trimestre', '-', 'https://t.co/md1zqo8ff8']","(65536,[1725,5404,8055,8717,15736,15787,24002,28190,36449,40460,41399,43857,45531,46062,62793],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[1725,5404,8055,8717,15736,15787,24002,28190,36449,40460,41399,43857,45531,46062,62793],[3.051569683238826,0.0,4.299394370093611,1.9046388172999087,4.055772287435861,6.280395838960195,3.816542598370027,4.083171261623976,0.8838735886242287,0.0,2.8383764627777843,3.696398286527964,1.314060803760519,5.268794927281715,0.0])",1.0,"[-385.18011801791863,-294.0502037509915,-351.54123170983377,-466.770639601705,-466.610142338303,-467.152513541639,-462.8153897976115,-467.18122544216186,-467.15407971371746,-466.84770679092867,-466.0860779457121,-467.157028101174,-467.1588772732096,-466.86133584307333,-467.152513541639,-467.1569764957635]","[2.6471655209989486e-40,1.0,1.0763754864943594e-25,9.737955780557781e-76,1.143328090855845e-75,6.646944510015632e-76,5.084063456912371e-74,6.458811847722159e-76,6.636542398991106e-76,9.015668675957387e-76,1.9309416390842203e-75,6.617004117992449e-76,6.60477944526272e-76,8.893627201369505e-76,6.646944510015632e-76,6.617345600017167e-76]",1.0
99,1100853181045751808,InvestingBrasil,"Saldo negativo de investimento estrangeiro na B3 vai a R$ 1,1 bi em fevereiro - https://t.co/AvNUtzDXNO",-1,"['saldo', 'negativo', 'de', 'investimento', 'estrangeiro', 'na', 'b3', 'vai', 'a', 'r$', '1,1', 'bi', 'em', 'fevereiro', '-', 'https://t.co/avnutzdxno']","['saldo', 'negativo', 'de', 'investimento', 'estrangeiro', 'na', 'b3', 'vai', 'r$', '1,1', 'bi', 'em', 'fevereiro', '-', 'https://t.co/avnutzdxno']","(65536,[6934,14437,26787,31870,35403,36449,37144,39056,45531,47590,50859,58033,58345,60875,64607],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[6934,14437,26787,31870,35403,36449,37144,39056,45531,47590,50859,58033,58345,60875,64607],[3.8380488035909903,6.280395838960195,0.0,6.280395838960195,4.003128553950439,0.44193679431211436,2.4196661279195992,5.36410510708604,1.314060803760519,3.447182494903979,5.87493073085203,1.766792846497594,0.0,2.4249431850204433,6.057252287645985])",2.0,"[-464.58710916753967,-388.5398395904399,-448.7819481606973,-555.7181874137358,-555.8363877930672,-556.0955016040233,-555.8638383490667,-550.0790349246633,-556.0973704890716,-555.9560485118635,-553.2379916764164,-554.3028433981358,-556.1030953307584,-555.9723118153194,-556.0955016040233,-556.1008271671267]","[9.399190651809958e-34,1.0,6.873606558307795e-27,2.4852269050750172e-73,2.2081688246651502e-73,1.7041215789005436e-73,2.1483777660858293e-73,6.989061390658787e-71,1.7009397457275144e-73,1.959134643130111e-73,2.9682561028203125e-72,1.0233922943249345e-72,1.6912299549908164e-73,1.927530333750523e-73,1.7041215789005436e-73,1.695070294880793e-73]",1.0
100,1100924973294735360,InvestingBrasil,"Petrobras anuncia R$7,1 bi em remuneração a acionista após lucro em 2018 - https://t.co/EoqmX0a0jS",1,"['petrobras', 'anuncia', 'r$7,1', 'bi', 'em', 'remuneração', 'a', 'acionista', 'após', 'lucro', 'em', '2018', '-', 'https://t.co/eoqmx0a0js']","['petrobras', 'anuncia', 'r$7,1', 'bi', 'em', 'remuneração', 'acionista', 'após', 'lucro', 'em', '2018', '-', 'https://t.co/eoqmx0a0js']","(65536,[1907,3120,3275,17060,28514,39450,45531,47590,52323,58033,58372,65422],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0])","(65536,[1907,3120,3275,17060,28514,39450,45531,47590,52323,58033,58372,65422],[0.0,0.0,0.0,5.469465622743866,4.958639998977875,2.5486963876633304,1.314060803760519,3.447182494903979,2.7763410718583317,3.533585692995188,0.0,2.7394365149228808])",1.0,"[-234.17707130696138,-180.0967378133617,-215.88666970083327,-303.6721738288991,-304.07365007372556,-304.06240874324925,-300.4753628346896,-304.0809448244172,-304.06341984638897,-304.07446813167286,-299.387100060262,-300.4692325946818,-304.06651709702504,-300.4701283715451,-304.06240874324925,-304.06528997641016]","[3.2599398303401638e-24,0.9999999999999998,2.8617393389042415e-16,2.147187843330652e-54,1.4371798578656115e-54,1.453426819242499e-54,5.250823426020882e-53,1.4267341348968422e-54,1.45195799751248e-54,1.4360046422239735e-54,1.5590280602483051e-52,5.283111098337483e-53,1.4474678767852333e-54,5.27838072864336e-53,1.453426819242499e-54,1.4492451847187966e-54]",1.0
101,1101072924180705280,AgenciaEstado,"Fique de olho: PIB dos EUA e Brasil, Petrobras e cautela geopolítica devem guiar negócios",0,"['fique', 'de', 'olho:', 'pib', 'dos', 'eua', 'e', 'brasil,', 'petrobras', 'e', 'cautela', 'geopolítica', 'devem', 'guiar', 'negócios']","['fique', 'de', 'olho:', 'pib', 'dos', 'eua', 'e', 'brasil,', 'petrobras', 'e', 'cautela', 'geopolítica', 'devem', 'guiar', 'negócios']","(65536,[2963,6209,7078,16482,16543,16571,17222,21612,36449,39778,41712,53762,62417,65422],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2963,6209,7078,16482,16543,16571,17222,21612,36449,39778,41712,53762,62417,65422],[0.0,5.268794927281715,0.0,5.36410510708604,4.57564774672177,5.720780051024772,3.0364438083248775,5.58724865840025,0.44193679431211436,5.101740842618549,5.469465622743866,0.0,6.280395838960195,2.7394365149228808])",0.0,"[-404.2949730293957,-439.17589768049584,-460.68270259162665,-556.5295605430878,-556.6477500288207,-556.9068331396674,-550.2577856529689,-556.9411451576447,-556.9087047860417,-547.0960965785873,-554.1456173282876,-556.9122282422243,-556.9144380863299,-553.1705617912082,-556.9068331396674,-556.912166571428]","[0.9999999999999993,7.102428989974619e-16,3.2442940052567127e-25,7.67995522380594e-67,6.8238527464017e-67,5.266368944962151e-67,4.065892711221215e-64,5.088734130844608e-67,5.2565213830720695e-67,9.599752428403121e-63,8.330902875455042e-66,5.238032851199305e-67,5.22647039549545e-67,2.208784320152494e-65,5.266368944962151e-67,5.238355894817355e-67]",0.0
102,1101226132945420288,AgenciaEstado,"RT @colunadobroad: Bônus externos da Vale resistem a Moody’s, mas mercado está em alerta @estadao:  https://t.co/FV0cWSYS8E https://t.co/fF…",1,"['rt', '@colunadobroad:', 'bônus', 'externos', 'da', 'vale', 'resistem', 'a', 'moody’s,', 'mas', 'mercado', 'está', 'em', 'alerta', '@estadao:', '', 'https://t.co/fv0cwsys8e', 'https://t.co/ff…']","['rt', '@colunadobroad:', 'bônus', 'externos', 'da', 'vale', 'resistem', 'moody’s,', 'mas', 'mercado', 'está', 'em', 'alerta', '@estadao:', '', 'https://t.co/fv0cwsys8e', 'https://t.co/ff…']","(65536,[2181,2468,12310,17392,25266,29184,41380,42383,46257,50446,51697,52572,52926,54518,55309,58033,58040],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[2181,2468,12310,17392,25266,29184,41380,42383,46257,50446,51697,52572,52926,54518,55309,58033,58040],[0.0,4.23270299559494,3.929020581796717,4.958639998977875,6.280395838960195,2.473733349189875,2.3053980343706604,0.0,1.0492872221056082,0.0,3.905490084386523,1.4441139320087168,0.0,5.36410510708604,0.0,1.766792846497594,3.929020581796717])",1.0,"[-320.975763649032,-326.5500489617215,-338.76812191154403,-468.3867163214281,-468.78598108793665,-468.7685074158489,-468.80906611992754,-464.5302702458876,-465.68971233522507,-462.51991360519287,-462.73960537371636,-466.9749924804391,-468.7748934950458,-468.04807437600147,-468.7685074158489,-465.69261928995047]","[0.9962201365620096,0.0037798447642075606,1.867378277032311e-08,9.519014714227354e-65,6.385479474352268e-65,6.498037788414989e-65,6.2397589295056e-65,4.502204819143591e-63,1.4121666373911996e-63,3.361336908577012e-62,2.698367649094529e-62,3.905672935342877e-64,6.456673024381431e-65,1.335556687712076e-64,6.498037788414989e-65,1.40806749381059e-63]",0.0
103,1101475609165864966,InvestingBrasil,"MRV ganha mais de 2% após apresentar lucro de 5,8% no lucro quarto trimestre - https://t.co/6E77dFTubu",1,"['mrv', 'ganha', 'mais', 'de', '2%', 'após', 'apresentar', 'lucro', 'de', '5,8%', 'no', 'lucro', 'quarto', 'trimestre', '-', 'https://t.co/6e77dftubu']","['mrv', 'ganha', 'mais', 'de', '2%', 'após', 'apresentar', 'lucro', 'de', '5,8%', 'lucro', 'quarto', 'trimestre', '-', 'https://t.co/6e77dftubu']","(65536,[1062,1725,7955,8055,17329,33137,34973,36449,39450,41399,42880,45531,52323],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0])","(65536,[1062,1725,7955,8055,17329,33137,34973,36449,39450,41399,42880,45531,52323],[5.58724865840025,3.051569683238826,0.0,4.299394370093611,5.87493073085203,0.0,5.58724865840025,0.8838735886242287,5.097392775326661,2.8383764627777843,4.958639998977875,1.314060803760519,2.7763410718583317])",1.0,"[-400.59413976414953,-304.6491958337618,-357.8316286207344,-475.378170825987,-475.2175579967801,-475.75960351499924,-471.4232357292049,-475.7888524449933,-475.7611989808739,-475.4551461502746,-474.69384251043573,-475.76420251518346,-475.766086274267,-475.46903012119964,-475.75960351499924,-475.76414994454154]","[2.1460522152909827e-42,1.0,8.001343338409217e-24,7.134248948066462e-75,8.377250948215205e-75,4.871852687116741e-75,3.723529069305325e-73,4.731419973768915e-75,4.864086009789778e-75,6.605691712255656e-75,1.4143219159378906e-74,4.849498478616506e-75,4.840371790746123e-75,6.51461221619126e-75,4.871852687116741e-75,4.849753426565811e-75]",1.0
104,1101512423784103938,EstadaoEconomia,Novo rebaixamento da Vale pode provocar saída de investidores estrangeiros https://t.co/VdUVjCRqjT https://t.co/BM1Pn35CUY,-1,"['novo', 'rebaixamento', 'da', 'vale', 'pode', 'provocar', 'saída', 'de', 'investidores', 'estrangeiros', 'https://t.co/vduvjcrqjt', 'https://t.co/bm1pn35cuy']","['novo', 'rebaixamento', 'da', 'vale', 'pode', 'provocar', 'saída', 'de', 'investidores', 'estrangeiros', 'https://t.co/vduvjcrqjt', 'https://t.co/bm1pn35cuy']","(65536,[3922,9198,9428,10648,12861,23165,28851,29184,36449,46257,53061,58686],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[3922,9198,9428,10648,12861,23165,28851,29184,36449,46257,53061,58686],[5.720780051024772,5.720780051024772,0.0,0.0,5.87493073085203,0.0,4.055772287435861,2.473733349189875,0.44193679431211436,1.0492872221056082,4.26549281841793,0.0])",2.0,"[-231.38234962306473,-276.0324996995835,-261.6948308923005,-334.8965029196958,-335.0176680789429,-335.2851371702049,-335.0340802045435,-331.03857145901077,-332.2058877856689,-335.1367207644225,-331.0438185519971,-335.2883580326945,-335.2896773039988,-334.3935890351961,-335.2851371702049,-332.2079544627301]","[0.9999999999999316,4.061497643734355e-20,6.846311449237666e-14,1.1075782644340944e-45,9.811898892292157e-46,7.509183443116721e-46,9.652179031632525e-46,5.246295748161733e-44,1.632652396033639e-44,8.710621441506977e-46,5.218840040854406e-44,7.485036304019866e-46,7.475168021314423e-46,1.8314166125383048e-45,7.509183443116721e-46,1.629281715032154e-44]",0.0
105,1102237126941462534,colunadobroad,Banco do Brasil também pode ter nomes do setor privado em Conselho @estadao:  https://t.co/FDpdy9Ovzp https://t.co/Wsub0mC267,1,"['banco', 'do', 'brasil', 'também', 'pode', 'ter', 'nomes', 'do', 'setor', 'privado', 'em', 'conselho', '@estadao:', '', 'https://t.co/fdpdy9ovzp', 'https://t.co/wsub0mc267']","['banco', 'brasil', 'também', 'pode', 'ter', 'nomes', 'setor', 'privado', 'em', 'conselho', '@estadao:', '', 'https://t.co/fdpdy9ovzp', 'https://t.co/wsub0mc267']","(65536,[11734,18250,18757,21249,23985,26352,35492,41380,51852,52572,53061,57244,58033,62342],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[11734,18250,18757,21249,23985,26352,35492,41380,51852,52572,53061,57244,58033,62342],[0.0,5.027632870464827,5.027632870464827,0.0,3.6593570148476147,4.83347685602387,3.1023420086122493,2.3053980343706604,1.9463784234726738,1.4441139320087168,4.26549281841793,0.0,1.766792846497594,0.0])",1.0,"[-244.7197341505973,-249.28530431638038,-282.734976578359,-376.77476923923786,-377.17526399935576,-377.1612566693484,-377.19376953498113,-377.1843536689882,-377.16251656072706,-377.17628334556724,-375.3922246937602,-375.36684301256497,-377.1663759092148,-377.18724709950686,-377.1612566693484,-377.16484684791305]","[0.9897031819922276,0.010296818007772254,3.0598134686851504e-17,4.412979602057304e-58,2.9566454977955592e-58,2.9983516208008065e-58,2.9024343395288297e-58,2.929892339883812e-58,2.9945764021256984e-58,2.953633187962837e-58,1.7585850916338588e-57,1.803792227382381e-57,2.9830415610196524e-58,2.9214271525926437e-58,2.9983516208008065e-58,2.9876063034282797e-58]",0.0
106,1102238084681400320,AgenciaEstado,RT @colunadobroad: Banco do Brasil também pode ter nomes do setor privado em Conselho @estadao:  https://t.co/FDpdy9Ovzp https://t.co/Wsub0…,1,"['rt', '@colunadobroad:', 'banco', 'do', 'brasil', 'também', 'pode', 'ter', 'nomes', 'do', 'setor', 'privado', 'em', 'conselho', '@estadao:', '', 'https://t.co/fdpdy9ovzp', 'https://t.co/wsub0…']","['rt', '@colunadobroad:', 'banco', 'brasil', 'também', 'pode', 'ter', 'nomes', 'setor', 'privado', 'em', 'conselho', '@estadao:', '', 'https://t.co/fdpdy9ovzp', 'https://t.co/wsub0…']","(65536,[11734,18250,18757,21249,23985,26352,35492,41380,51697,51852,52572,53061,57272,58033,58040,62342],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[11734,18250,18757,21249,23985,26352,35492,41380,51697,51852,52572,53061,57272,58033,58040,62342],[0.0,5.027632870464827,5.027632870464827,0.0,3.6593570148476147,4.83347685602387,3.1023420086122493,2.3053980343706604,3.905490084386523,1.9463784234726738,1.4441139320087168,4.26549281841793,0.0,1.766792846497594,3.929020581796717,0.0])",1.0,"[-305.23546432067604,-302.4130204458853,-347.92678215404555,-463.66672728176553,-464.066055419445,-464.0487603386561,-464.0889045087085,-464.0772785840706,-464.0503159472673,-464.06731402298107,-462.2865382790481,-462.2551990997328,-464.05508114833367,-464.08085115033055,-464.0487603386561,-464.0531931911904]","[0.05612333243809353,0.9438766675619065,1.6163659385393678e-20,8.776476317889981e-71,5.887001935824601e-71,5.989703667282763e-71,5.7540144108167835e-71,5.821300522477802e-71,5.980393276219369e-71,5.879597195165087e-71,3.4892224101651144e-70,3.600303277251019e-70,5.951963290897232e-71,5.800540645740031e-71,5.989703667282763e-71,5.96321095672327e-71]",1.0
107,1103336243964858369,infomoney,Confira os destaques da B3 na sessão da volta do feriado https://t.co/PiF6xjnF4C,0,"['confira', 'os', 'destaques', 'da', 'b3', 'na', 'sessão', 'da', 'volta', 'do', 'feriado', 'https://t.co/pif6xjnf4c']","['confira', 'os', 'destaques', 'da', 'b3', 'na', 'sessão', 'da', 'volta', 'feriado', 'https://t.co/pif6xjnf4c']","(65536,[1746,4302,8405,30024,30064,35403,46257,54671,57067,60875],[1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0])","(65536,[1746,4302,8405,30024,30064,35403,46257,54671,57067,60875],[5.181783550292085,6.280395838960195,6.057252287645985,6.280395838960195,4.894101477840304,4.003128553950439,2.0985744442112164,5.720780051024772,0.0,2.4249431850204433])",0.0,"[-349.40180346554337,-403.7444289901081,-408.78603800273095,-482.8343593792638,-483.23343016988605,-483.2154098390415,-483.2572374103986,-480.87175767367717,-483.21703068037675,-483.2347415515672,-480.87936904637536,-483.22008198510053,-483.2219957048714,-481.7431358923555,-483.2154098390415,-483.2200285783366]","[1.0,2.507827165935994e-24,1.6208940515050395e-26,1.124546091407441e-58,7.545065566985279e-59,7.682262600036787e-59,7.367559722403466e-59,8.00431831579958e-58,7.669820956954996e-59,7.535177591089945e-59,7.943625735834412e-58,7.64645366453336e-59,7.631834487943827e-59,3.348802994273666e-58,7.682262600036787e-59,7.646862047784203e-59]",0.0
108,1103439448119877633,InvestingBrasil,As 13 ações mais indicadas pelas corretoras em março; Vale deixa a lista - https://t.co/QLb0wW8TMB,-1,"['as', '13', 'ações', 'mais', 'indicadas', 'pelas', 'corretoras', 'em', 'março;', 'vale', 'deixa', 'a', 'lista', '-', 'https://t.co/qlb0ww8tmb']","['13', 'ações', 'mais', 'indicadas', 'pelas', 'corretoras', 'em', 'março;', 'vale', 'deixa', 'lista', '-', 'https://t.co/qlb0ww8tmb']","(65536,[4469,22954,29184,40874,41399,41585,45531,47355,50466,55029,55943,57567,58033],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[4469,22954,29184,40874,41399,41585,45531,47355,50466,55029,55943,57567,58033],[3.189353385601879,0.0,2.473733349189875,6.057252287645985,2.8383764627777843,0.0,1.314060803760519,0.0,0.0,4.958639998977875,4.894101477840304,0.0,1.766792846497594])",2.0,"[-213.25486623647646,-234.72268518745636,-215.54971300908792,-311.4901882198117,-311.8915594989864,-311.8800223565211,-308.0890448018799,-308.8186794560358,-308.80069331385835,-311.8923990838649,-305.9230049848529,-310.08496825217384,-311.8842388203027,-311.90142938379284,-311.8800223565211,-308.8026126557483]","[0.9084493503239893,4.314648388615842e-10,0.09155064924454585,1.9735241867843932e-43,1.3210800115781017e-43,1.336409760589538e-43,5.920253072792719e-42,2.8540657099801346e-42,2.9058637688619355e-42,1.3199713182632637e-43,5.164632359222484e-41,8.044920025217484e-43,1.3307867002825595e-43,1.3081052391260162e-43,1.336409760589538e-43,2.900291771798077e-42]",0.0
109,1104021925200830470,InvestingBrasil,Petrobras recua com queda do petróleo e temor por desaceleração da economia global - https://t.co/fi7A2uzcZv,-1,"['petrobras', 'recua', 'com', 'queda', 'do', 'petróleo', 'e', 'temor', 'por', 'desaceleração', 'da', 'economia', 'global', '-', 'https://t.co/fi7a2uzczv']","['petrobras', 'recua', 'com', 'queda', 'petróleo', 'e', 'temor', 'por', 'desaceleração', 'da', 'economia', 'global', '-', 'https://t.co/fi7a2uzczv']","(65536,[8717,8872,17222,35597,36866,41477,45531,46257,49493,51617,53584,55291,56407,65422],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[8717,8872,17222,35597,36866,41477,45531,46257,49493,51617,53584,55291,56407,65422],[1.9046388172999087,3.2599709528158325,1.5182219041624387,0.0,5.87493073085203,0.0,1.314060803760519,1.0492872221056082,0.0,4.958639998977875,5.181783550292085,3.7954891891721947,6.280395838960195,2.7394365149228808])",2.0,"[-333.5370029958783,-311.73882873613326,-319.04291353880706,-426.664380858895,-427.064205794766,-427.0483107801756,-422.0699082043053,-425.8878372792255,-427.0497404596245,-427.0653625122057,-423.3898903379967,-427.0524318937343,-427.05411990956173,-422.7118100371421,-427.0483107801756,-427.0523847857595]","[3.410995250783811e-10,0.9993276670335871,0.0006723326253134539,1.2251091815940862e-50,8.213590209208963e-51,8.345188452728289e-51,1.2120733873812052e-48,2.6633202202212833e-50,8.333266032950229e-51,8.204094898925657e-51,3.2379337528354247e-49,8.310867751772792e-51,8.296850709291278e-51,6.379027757360487e-49,8.345188452728289e-51,8.311259269143198e-51]",1.0
110,1105062170134540289,valoreconomico,Fundo mostra dilema sobre o futuro da BB DTVM https://t.co/maMAFsNhUB,0,"['fundo', 'mostra', 'dilema', 'sobre', 'o', 'futuro', 'da', 'bb', 'dtvm', 'https://t.co/mamafsnhub']","['fundo', 'mostra', 'dilema', 'sobre', 'o', 'futuro', 'da', 'bb', 'dtvm', 'https://t.co/mamafsnhub']","(65536,[11340,26612,28243,30535,35679,35721,40365,46257,53600,54051],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[11340,26612,28243,30535,35679,35721,40365,46257,53600,54051],[0.0,5.58724865840025,0.0,2.3388140312905046,0.0,4.958639998977875,3.2599709528158325,1.0492872221056082,2.8626691553468286,6.280395838960195])",0.0,"[-202.1643771724562,-234.56378918880688,-234.2915419450787,-293.2211031740616,-299.07855675993665,-299.0675044324797,-293.6372480709557,-297.89904571643723,-299.06849853571487,-299.0793610636914,-297.9037139649939,-299.07036997854635,-295.2030516003709,-298.3351566659095,-299.0675044324797,-299.07033722281903]","[0.9999999999999805,8.494036920685925e-15,1.1151919352038549e-14,2.8481729489308204e-40,8.141540488116904e-43,8.232022557264056e-43,1.8786112766760484e-40,2.648266729774775e-42,8.223843143272663e-43,8.134994849226598e-43,2.635932773820809e-42,8.208467083171271e-43,3.9247960372063273e-41,1.7122262293419453e-42,8.232022557264056e-43,8.208735961884382e-43]",0.0
111,1105095591066042369,ReutersBrasil,Azul assina acordo de US$105 mi para adquirir ativos da Avianca Brasil https://t.co/FZZwI8hysJ,1,"['azul', 'assina', 'acordo', 'de', 'us$105', 'mi', 'para', 'adquirir', 'ativos', 'da', 'avianca', 'brasil', 'https://t.co/fzzwi8hysj']","['azul', 'assina', 'acordo', 'de', 'us$105', 'mi', 'para', 'adquirir', 'ativos', 'da', 'avianca', 'brasil', 'https://t.co/fzzwi8hysj']","(65536,[3377,26685,29126,30687,35492,36449,46257,48314,49598,49652,55741,56028,56515],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[3377,26685,29126,30687,35492,36449,46257,48314,49598,49652,55741,56028,56515],[4.531195984150935,6.280395838960195,1.9204870095399322,3.8825005661618244,3.1023420086122493,0.44193679431211436,1.0492872221056082,0.0,4.77631844218392,5.720780051024772,4.111342138590672,6.280395838960195,0.0])",1.0,"[-369.72804141268614,-324.14915670828304,-384.4180204484502,-473.4694793789975,-473.58878403990457,-473.85100991393546,-473.61212314896386,-472.6934566135229,-473.8525988840081,-473.7082182865822,-470.6426356260339,-473.8555901896862,-471.79918358453676,-472.9691905046137,-473.85100991393546,-473.85553783308126]","[1.6045079806585144e-20,1.0,6.692140450141766e-27,1.415819299666662e-65,1.2565925257713808e-65,9.667434139948332e-66,1.2276043704708875e-65,3.076310961573462e-65,9.65208507425317e-66,1.1151283008440008e-65,2.391610608786754e-64,9.623255877331945e-66,7.5232947101281295e-65,2.33496580922227e-65,9.667434139948332e-66,9.623759731528215e-66]",1.0
112,1105780640832778241,valoreconomico,Manter aviões no chão afeta pouco a Gol https://t.co/961nNyKNl7,0,"['manter', 'aviões', 'no', 'chão', 'afeta', 'pouco', 'a', 'gol', 'https://t.co/961nnyknl7']","['manter', 'aviões', 'chão', 'afeta', 'pouco', 'gol', 'https://t.co/961nnyknl7']","(65536,[3986,7273,13573,16896,21341,36710,63756],[1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[3986,7273,13573,16896,21341,36710,63756],[0.0,3.816542598370027,0.0,0.0,0.0,0.0,0.0])",0.0,"[-28.755439812140462,-28.268523961965016,-30.913340718821082,-48.90405763093874,-49.30895442477402,-49.30735281346157,-49.31107036515559,-49.30999374616519,-49.30749687062902,-49.30907097778038,-49.310670229894704,-49.30776806454914,-49.30793815217186,-49.310324583737234,-49.30735281346157,-49.30776331786175]","[0.36458333411786614,0.5932826925442569,0.04213396750503625,6.476841594691881e-10,4.320349014906833e-10,4.327274078912951e-10,4.3112170786871717e-10,4.315861116346796e-10,4.3266507489649985e-10,4.3198454945846056e-10,4.312942493834372e-10,4.3254775466772796e-10,4.3247418990482864e-10,4.314433503500791e-10,4.327274078912951e-10,4.3254980784157264e-10]",1.0
113,1106154386298978304,valoreconomico,BRF reestrutura food service e prevê crescer 'dois dígitos' https://t.co/fP6hX5LRaS,1,"['brf', 'reestrutura', 'food', 'service', 'e', 'prevê', 'crescer', ""'dois"", ""dígitos'"", 'https://t.co/fp6hx5lras']","['brf', 'reestrutura', 'food', 'service', 'e', 'prevê', 'crescer', ""'dois"", ""dígitos'"", 'https://t.co/fp6hx5lras']","(65536,[17222,22187,24113,24833,26298,27565,29203,55597,57127,64199],[1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0])","(65536,[17222,22187,24113,24833,26298,27565,29203,55597,57127,64199],[1.5182219041624387,0.0,0.0,3.6777061535158113,0.0,5.720780051024772,0.0,0.0,0.0,4.958639998977875])",1.0,"[-126.95314909251114,-124.30057657465834,-147.820953033164,-182.64734639571208,-183.05044753520625,-183.0437854486546,-181.6570905490437,-183.05477071212758,-183.0443846710193,-183.05093235084794,-181.65542614038247,-183.04551273333632,-183.046220232375,-183.056146869078,-183.0437854486546,-183.04549298894392]","[0.06583063065593901,0.9341693692870897,5.697127182980121e-11,4.2731235790966064e-26,2.855491372256881e-26,2.8745784120864177e-26,1.1502920088010328e-25,2.8431732238101815e-26,2.872856416393549e-26,2.854107320906858e-26,1.1522081589695217e-25,2.869617482531046e-26,2.867587948951995e-26,2.83926326219449e-26,2.8745784120864177e-26,2.869674141944021e-26]",1.0
